Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Mongolia,MNG,..,155,54,51,49,47,46,45,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Montenegro,MNE,..,12,7,6,6,6,6,6,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Morocco,MAR,..,188,81,78,76,74,72,70,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Mozambique,MOZ,..,798,371,356,339,318,301,289,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Myanmar,MMR,..,340,254,251,247,246,245,250,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Namibia,NAM,..,348,240,231,223,217,207,195,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Nepal,NPL,..,553,266,248,231,236,200,186,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Netherlands,NLD,..,13,7,6,6,6,6,5,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,New Zealand,NZL,..,12,10,9,10,10,10,9,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Nicaragua,NIC,..,162,108,105,103,101,100,98,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Niger,NER,..,813,616,594,573,555,530,509,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Nigeria,NGA,..,1200,963,951,943,931,925,917,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,North Macedonia,MKD,..,13,8,8,8,8,8,7,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Norway,NOR,..,6,3,3,3,3,3,2,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Oman,OMN,..,20,18,18,18,19,19,19,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Pakistan,PAK,..,286,173,166,161,154,143,140,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Panama,PAN,..,91,74,66,60,58,55,52,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Papua New Guinea,PNG,..,249,164,160,155,151,148,145,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Paraguay,PRY,..,194,141,138,135,132,130,129,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Peru,PER,..,144,100,98,96,94,91,88,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Philippines,PHL,..,160,139,136,131,127,124,121,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Poland,POL,..,7,3,3,2,2,2,2,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Portugal,PRT,..,10,9,8,8,9,9,8,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Puerto Rico,PRI,..,26,19,20,21,20,20,21,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Qatar,QAT,..,14,10,10,10,9,9,9,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Romania,ROU,..,54,23,21,21,21,21,19,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Russian Federation,RUS,..,56,22,20,19,18,18,17,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Rwanda,RWA,..,1160,329,308,291,275,260,248,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Samoa,WSM,..,88,52,48,47,45,44,43,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sao Tome and Principe,STP,..,179,134,132,131,130,130,130,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Saudi Arabia,SAU,..,24,18,17,17,17,17,17,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Senegal,SEN,..,553,400,381,364,346,330,315,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Serbia,SRB,..,13,12,12,12,13,12,12,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Seychelles,SYC,..,53,55,55,55,54,54,53,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sierra Leone,SLE,..,2480,1210,1180,1190,1180,1120,1120,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Singapore,SGP,..,13,10,9,8,9,8,8,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Slovak Republic,SVK,..,8,6,6,5,6,6,5,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Slovenia,SVN,..,12,7,7,7,7,7,7,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Solomon Islands,SLB,..,245,127,122,120,112,108,104,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Somalia,SOM,..,1210,943,893,878,855,865,829,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,South Africa,ZAF,..,160,143,133,128,125,122,119,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,South Sudan,SSD,..,1730,1050,1090,1140,1110,1130,1150,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Spain,ESP,..,5,4,4,4,4,4,4,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sri Lanka,LKA,..,56,37,37,36,36,36,36,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,St. Lucia,LCA,..,86,116,108,104,115,117,117,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,St. Vincent and the Grenadines,VCT,..,80,71,73,69,64,67,68,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sudan,SDN,..,667,368,349,333,320,308,295,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Suriname,SUR,..,221,134,129,124,122,121,120,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sweden,SWE,..,5,5,5,5,4,4,4,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Switzerland,CHE,..,7,6,6,5,5,5,5,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Syrian Arab Republic,SYR,..,26,28,29,30,30,30,31,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Tajikistan,TJK,..,53,21,20,19,18,17,17,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Tanzania,TZA,..,854,615,593,574,556,539,524,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Thailand,THA,..,43,39,39,38,38,37,37,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Timor-Leste,TLS,..,745,185,176,168,160,152,142,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Togo,TGO,..,489,410,404,401,398,395,396,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Tonga,TON,..,77,56,56,55,54,53,52,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Trinidad and Tobago,TTO,..,81,71,70,69,68,68,67,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Tunisia,TUN,..,66,46,46,46,46,45,43,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Turkiye,TUR,..,42,22,20,19,19,18,17,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Turkmenistan,TKM,..,29,9,9,8,8,8,7,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Uganda,UGA,..,578,412,401,394,387,381,375,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Ukraine,UKR,..,35,24,23,24,21,20,19,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,United Arab Emirates,ARE,..,6,4,3,3,3,3,3,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,United Kingdom,GBR,..,10,8,8,8,8,7,7,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,United States,USA,..,12,16,16,16,18,19,19,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Uruguay,URY,..,26,17,18,17,18,18,17,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Uzbekistan,UZB,..,41,32,31,30,30,29,29,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Vanuatu,VUT,..,140,85,82,80,76,74,72,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,"Venezuela, RB",VEN,..,119,116,115,113,115,121,125,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Vietnam,VNM,..,68,46,46,45,45,44,43,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,West Bank and Gaza,PSE,..,70,40,36,37,32,29,27,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,"Yemen, Rep.",YEM,..,301,184,175,174,169,165,164,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Zambia,ZMB,..,528,267,254,242,232,222,213,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Zimbabwe,ZWE,..,579,528,509,494,480,468,458,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Africa Eastern and Southern,AFE,..,777,462,446,433,419,408,398,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Africa Western and Central,AFW,..,1000,778,767,758,744,729,717,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Arab World,ARB,..,250,163,157,156,153,152,149,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Caribbean small states,CSS,..,112,93,91,89,89,89,88,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Central Europe and the Baltics,CEB,..,20,9,9,9,9,9,8,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Early-demographic dividend,EAR,..,326,182,174,166,159,152,147,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,East Asia & Pacific,EAS,..,114,80,78,75,73,71,69,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,East Asia & Pacific (excluding high income),EAP,..,121,85,82,79,77,75,73,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,East Asia & Pacific (IDA & IBRD countries),TEA,..,121,85,82,79,77,74,73,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Euro area,EMU,..,8,6,6,5,5,5,5,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Europe & Central Asia,ECS,..,27,15,15,14,14,13,13,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Europe & Central Asia (excluding high income),ECA,..,45,23,22,21,20,20,19,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Europe & Central Asia (IDA & IBRD countries),TEC,..,43,22,21,20,19,18,18,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,European Union,EUU,..,10,6,6,6,6,6,6,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Fragile and conflict affected situations,FCS,..,840,597,585,576,561,552,542,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Heavily indebted poor countries (HIPC),HPC,..,835,543,526,512,493,477,462,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,High income,HIC,..,13,11,11,11,11,11,11,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,IBRD only,IBD,..,199,108,103,99,95,92,89,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,IDA & IBRD total,IBT,..,377,257,250,245,239,234,230,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,IDA blend,IDB,..,717,550,540,534,526,518,513,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,IDA only,IDX,..,722,477,463,452,436,422,410,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,IDA total,IDA,..,720,502,490,480,467,455,445,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Late-demographic dividend,LTE,..,62,38,37,36,36,35,34,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Latin America & Caribbean,LCN,..,96,80,79,78,77,76,74,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Latin America & Caribbean (excluding high income),LAC,..,97,80,79,78,77,75,73,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,97,81,79,78,77,76,75,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Least developed countries: UN classification,LDC,..,763,486,471,459,442,427,415,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Low & middle income,LMY,..,379,258,252,247,241,235,231,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Low income,LIC,..,845,529,513,501,482,467,453,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Lower middle income,LMC,..,422,284,276,270,264,257,253,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Middle East & North Africa,MEA,..,96,60,59,61,59,58,57,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Middle East & North Africa (excluding high income),MNA,..,106,65,65,66,64,63,62,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Middle East & North Africa (IDA & IBRD countries),TMN,..,106,66,65,67,65,63,63,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Middle income,MIC,..,301,204,199,195,190,186,184,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,North America,NAC,..,12,15,15,16,17,18,18,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,OECD members,OED,..,24,19,18,18,18,18,18,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Other small states,OSS,..,489,333,326,321,316,310,303,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Pacific island small states,PSS,..,128,81,78,77,74,71,70,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Post-demographic dividend,PST,..,12,11,11,11,11,11,11,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Pre-demographic dividend,PRE,..,896,626,613,603,587,575,563,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Small states,SST,..,400,282,276,273,268,264,259,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,South Asia,SAS,..,395,210,199,190,179,169,163,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,South Asia (IDA & IBRD),TSA,..,395,210,199,190,179,169,163,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sub-Saharan Africa,SSF,..,870,596,582,571,557,545,534,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sub-Saharan Africa (excluding high income),SSA,..,870,596,582,571,557,545,534,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,870,596,582,571,557,545,534,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Upper middle income,UMC,..,67,45,44,44,43,42,41,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,World,WLD,..,342,234,229,224,219,214,211,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Afghanistan,AFG,..,..,..,..,..,..,1194,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Albania,ALB,..,16,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Algeria,DZA,..,204,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Angola,AGO,..,..,..,..,..,..,281,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Argentina,ARG,49,34,33,32,..,38,32,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Armenia,ARM,43,45,18,20,21,16,28,7,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Australia,AUS,..,7,8,9,..,3,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Austria,AUT,7,..,1,1,8,5,6,1,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Azerbaijan,AZE,8,31,15,14,14,13,13,12,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Bahrain,BHR,..,13,10,19,9,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Bangladesh,BGD,..,..,..,..,..,..,..,215,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Barbados,BRB,72,26,31,32,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Belarus,BLR,21,23,..,0,1,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Belgium,BEL,3,4,4,2,5,3,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Belize,BLZ,45,68,26,0,0,0,13,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Benin,BEN,..,..,..,..,512,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Bhutan,BTN,..,240,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Bolivia,BOL,..,..,176,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Bosnia and Herzegovina,BIH,9,..,..,..,0,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Botswana,BWA,..,..,208,163,201,140,167,172,158,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Brazil,BRA,44,98,60,58,61,64,63,62,59,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Brunei Darussalam,BRN,..,26,29,14,0,30,0,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Bulgaria,BGR,21,20,4,10,7,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Burundi,BDI,..,..,..,..,..,..,..,580,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Cabo Verde,CPV,..,93,9,36,9,46,19,47,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Cambodia,KHM,..,497,..,..,184,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Canada,CAN,..,3,5,6,5,6,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Chad,TCD,..,..,..,..,..,1389,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Chile,CHL,41,19,15,17,16,15,16,10,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,China,CHN,..,65,29,27,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Colombia,COL,60,84,57,48,47,47,44,44,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Comoros,COM,..,..,352,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,"Congo, Dem. Rep.",COD,..,..,..,..,740,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,"Congo, Rep.",COG,..,..,..,..,..,605,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Costa Rica,CRI,14,37,30,14,29,..,..,..,24,..,..,..
